Attendance,StudyHours,InternalMarks,AssignmentMarks,PreviousMarks,FinalScore
80.77,6.59,85.28,67.25,76.21,81.6
90.3,7.25,78.92,96.62,100.0,86.22
81.38,5.07,75.0,74.88,93.98,81.25
93.82,5.11,69.0,73.87,76.83,79.25
77.26,3.46,89.29,82.8,75.62,68.5
70.19,7.3,49.58,64.0,69.4,62.6
62.57,5.19,88.05,80.25,100.0,84.7
86.38,4.08,90.01,99.09,81.04,67.83
100.0,7.71,60.8,76.75,67.82,75.65
80.14,7.11,92.52,83.21,82.31,85.39
94.04,5.3,57.42,84.26,88.72,79.66
57.06,7.28,78.3,65.66,62.46,72.17
76.44,8.9,81.19,90.19,69.51,85.79
89.34,8.59,62.04,60.55,49.25,63.47
91.71,3.96,73.67,61.59,72.24,69.31
72.66,1.74,80.99,61.87,60.13,69.02
81.3,5.17,68.91,89.36,69.76,58.85
74.49,5.36,92.72,63.54,91.6,77.96
63.57,6.06,63.03,88.4,91.29,81.03
100.0,4.69,54.78,60.2,43.68,61.22
69.62,4.2,84.46,64.63,85.85,76.84
98.59,4.84,69.34,65.22,88.88,83.29
80.97,8.8,77.47,66.33,43.45,65.74
71.93,4.89,73.1,76.48,64.45,65.33
67.18,8.3,51.55,73.46,85.21,65.2
40.0,2.04,76.75,96.23,38.92,56.31
97.86,6.27,63.11,64.83,56.74,65.25
87.57,4.44,56.62,84.84,68.09,72.25
82.69,5.93,67.53,84.56,62.95,65.69
70.3,6.59,61.05,74.15,59.71,64.62
98.32,5.37,71.58,48.29,86.34,75.66
77.66,4.58,57.55,58.24,53.25,54.59
84.28,6.08,58.13,38.13,69.72,60.66
77.19,5.21,59.51,97.86,62.29,68.74
61.76,4.58,67.39,95.48,72.75,63.67
97.25,6.73,64.35,71.78,62.79,81.77
98.47,5.18,56.39,59.74,75.7,69.05
70.92,5.86,37.36,72.8,93.11,72.03
86.34,6.82,90.35,68.17,74.73,80.84
76.26,6.67,71.04,56.65,60.21,67.64
91.59,6.71,54.52,57.57,56.91,74.23
100.0,3.78,84.52,61.07,74.05,66.67
48.59,10.0,77.52,66.72,61.99,71.14
68.32,4.89,84.3,74.29,86.31,85.32
90.43,4.92,43.75,79.68,70.33,68.03
89.94,6.94,79.71,64.86,77.19,84.17
88.93,7.14,80.81,85.31,59.59,78.34
75.8,5.96,85.78,74.23,83.37,75.59
79.55,4.72,74.13,59.19,75.76,62.44
83.95,8.18,84.64,70.91,67.44,82.74
72.81,3.87,60.47,90.22,60.8,60.3
73.66,3.94,63.82,96.9,91.75,68.49
82.35,2.36,56.53,78.93,79.34,72.44
100.0,6.34,74.03,81.94,54.92,71.13
87.22,6.93,77.98,72.33,89.05,88.73
70.32,4.8,65.72,68.41,73.27,66.12
68.06,5.59,87.14,64.8,88.01,79.12
99.17,2.79,77.01,71.47,62.52,61.22
70.05,7.91,72.72,73.28,66.66,74.7
58.13,4.13,61.01,64.01,77.43,62.61
84.99,6.47,68.17,85.55,58.37,80.19
94.44,5.55,78.47,72.31,65.99,71.3
76.93,6.32,76.52,53.64,45.29,68.59
91.78,4.45,80.53,86.95,63.64,72.66
92.75,8.62,53.09,68.72,88.95,83.6
90.98,3.38,98.79,81.67,95.65,87.11
80.74,5.29,65.12,72.43,50.82,61.6
73.69,3.16,98.19,70.3,61.7,78.72
89.02,6.47,93.37,61.98,61.86,75.24
72.58,9.36,48.79,56.02,66.36,65.5
76.22,4.32,69.9,44.91,61.41,60.48
89.35,6.44,58.08,57.13,46.86,58.46
68.82,5.57,80.55,89.9,83.2,77.28
52.23,4.83,57.86,74.18,55.58,50.51
84.06,5.82,77.52,84.55,46.99,71.45
67.54,5.79,80.59,72.54,57.79,62.76
75.73,2.42,59.41,84.0,92.12,71.48
59.36,6.36,63.16,37.73,91.33,66.52
72.2,4.86,63.17,68.5,67.89,66.73
84.95,2.13,52.33,70.23,71.87,60.45
89.92,5.97,62.18,79.19,62.39,62.89
74.5,6.73,69.04,50.34,52.25,57.86
77.09,6.05,54.34,79.17,60.64,64.68
82.83,6.09,62.26,82.32,95.35,74.28
83.68,3.45,44.92,83.38,51.49,63.08
76.28,6.28,63.46,67.06,77.96,75.21
88.89,8.08,83.29,83.68,61.51,72.44
95.86,6.52,73.35,79.08,71.0,79.28
85.59,1.23,75.7,50.59,77.03,67.06
79.85,3.03,69.62,72.68,67.83,71.06
92.01,3.22,66.12,76.78,60.3,69.84
61.8,9.28,83.28,77.45,61.38,72.81
90.03,2.54,59.53,69.66,96.21,68.63
89.24,8.39,48.74,76.62,70.83,65.91
75.03,2.64,75.27,75.66,63.18,62.37
95.05,4.8,64.35,97.69,43.0,61.45
100.0,6.79,68.42,74.69,59.8,73.91
63.42,5.44,84.12,80.15,48.52,66.89
94.75,6.65,78.55,70.35,42.95,60.56
56.66,3.59,79.25,77.5,78.67,65.1
72.87,5.5,75.98,48.56,51.03,68.33
77.85,6.5,85.14,55.54,46.93,65.26
89.21,4.24,65.28,74.44,75.31,71.0
88.04,4.56,96.21,84.34,73.09,79.66
70.6,4.61,68.29,73.34,69.44,66.41
59.85,1.21,71.93,46.63,89.86,64.52
84.96,3.85,63.46,36.45,60.34,53.51
81.18,6.7,49.41,79.31,79.04,69.48
70.14,8.3,72.51,67.37,76.64,81.8
66.25,6.08,100.0,75.61,54.04,69.68
78.99,7.05,82.19,87.44,87.2,76.83
82.68,5.47,68.46,55.45,66.33,60.72
97.68,3.6,53.34,64.7,58.96,69.45
68.47,3.76,75.37,69.51,67.6,70.95
60.19,3.19,78.76,57.65,66.76,60.45
83.01,5.94,50.78,78.45,66.89,65.48
70.24,5.41,61.51,75.51,42.06,62.09
47.55,4.98,60.19,61.81,44.21,54.2
72.98,5.79,42.89,53.61,65.01,60.36
61.25,3.8,86.31,80.91,47.06,63.18
74.21,1.24,68.52,62.8,82.43,56.69
78.34,6.56,63.5,43.85,92.46,76.62
75.4,5.76,63.51,95.08,84.69,72.67
73.91,8.26,67.45,74.81,95.74,82.63
86.46,3.4,77.59,71.21,54.47,63.0
70.94,4.37,39.15,65.15,60.27,57.41
75.45,6.24,44.72,56.52,72.06,67.9
100.0,7.07,70.36,65.39,96.2,86.45
97.54,6.29,74.56,96.44,77.14,91.66
87.43,4.87,38.29,83.32,69.79,61.08
82.99,6.39,42.19,75.33,76.29,58.7
70.42,6.77,72.79,82.81,53.72,67.81
68.0,5.97,69.68,78.6,30.0,60.87
62.58,3.43,44.36,86.45,73.69,63.09
74.04,3.21,68.71,47.52,100.0,70.72
62.5,1.9,81.63,70.16,80.4,65.64
90.75,6.74,60.36,90.13,38.81,76.32
94.8,5.8,59.81,72.01,100.0,78.13
71.11,6.45,92.8,78.06,57.59,66.16
79.19,6.41,88.74,88.53,79.07,74.65
88.92,7.32,48.71,60.68,54.42,63.32
88.24,4.86,70.54,69.03,83.07,72.17
76.99,5.48,100.0,72.28,66.13,75.57
75.82,8.21,80.74,54.31,91.55,80.57
64.06,4.87,39.7,35.0,56.98,51.07
96.41,3.31,81.3,70.8,76.68,70.89
80.38,2.8,76.35,90.82,60.8,69.12
86.84,4.05,89.04,44.93,70.93,77.05
82.24,6.12,64.41,84.16,64.99,69.75
97.44,7.38,100.0,72.96,80.64,86.8
64.19,2.88,91.21,61.34,71.49,58.28
92.8,4.71,82.95,70.38,61.41,73.02
89.07,6.33,69.33,57.35,70.49,79.93
77.15,7.11,78.55,89.1,35.12,66.45
89.64,2.2,73.04,56.4,78.99,68.84
75.42,8.27,71.64,84.5,77.83,75.62
77.26,6.78,63.47,53.28,75.89,78.09
62.07,3.7,67.38,100.0,47.75,70.07
56.34,5.06,67.27,58.6,58.9,48.69
94.25,3.13,73.5,72.19,72.26,63.04
53.57,4.87,99.78,75.53,69.38,67.36
89.4,1.1,45.27,56.94,60.26,43.73
99.27,5.48,67.06,63.56,83.32,75.04
64.59,1.58,71.97,44.28,76.09,59.19
70.4,9.38,74.36,85.46,62.04,69.32
75.52,2.51,65.15,52.67,64.81,51.9
70.15,4.23,67.95,66.55,70.36,59.06
65.06,5.0,49.17,70.64,64.48,51.63
80.68,0.68,99.7,66.84,77.41,72.34
89.09,2.49,82.06,69.81,97.61,70.23
92.55,2.98,93.52,69.83,39.12,60.86
77.12,5.56,53.58,81.48,56.76,61.65
58.31,7.71,92.78,67.42,71.28,76.67
75.59,3.71,87.07,56.68,30.0,57.21
68.13,6.59,82.01,93.06,50.8,78.45
66.9,5.77,70.56,77.16,49.18,64.14
80.89,3.15,72.65,75.71,69.31,66.49
64.69,6.13,54.27,51.17,68.74,57.95
77.11,5.2,73.67,56.75,72.08,65.48
67.96,7.17,58.6,80.04,71.59,74.24
88.21,6.28,66.68,74.7,83.93,80.85
85.88,9.8,57.18,57.65,78.78,71.97
93.46,7.47,77.99,94.72,60.7,75.97
51.44,4.92,76.61,66.0,45.95,59.95
95.89,7.84,76.14,78.03,76.45,79.2
56.22,4.79,65.0,67.61,77.59,61.3
78.27,6.8,79.14,60.42,70.43,75.8
61.96,6.56,57.45,56.52,70.34,58.98
64.95,5.06,81.59,80.88,76.5,72.84
73.87,3.56,79.02,64.91,86.12,79.84
85.94,5.38,68.07,39.56,54.23,51.72
81.06,2.9,55.2,63.6,71.74,63.83
58.62,5.01,80.18,93.83,35.72,54.49
89.84,7.62,62.36,97.39,60.76,77.05
83.96,7.65,87.31,80.05,78.69,77.63
88.28,6.35,45.09,72.16,84.46,72.53
72.13,4.19,58.56,82.96,64.34,57.94
71.5,2.45,71.64,68.85,81.11,66.98
77.35,5.32,76.84,62.15,67.05,67.65
40.39,3.1,78.66,75.08,55.77,56.14
83.41,1.84,72.12,55.84,99.8,78.52
86.49,4.01,61.74,50.92,52.83,53.84
85.58,7.04,68.88,56.5,79.62,71.7
74.45,5.68,89.12,45.51,77.7,71.24
95.0,5.35,85.28,87.13,61.55,73.91
62.91,5.96,62.35,85.89,72.12,71.65
88.4,3.19,66.21,73.45,71.01,62.56
62.22,8.64,50.65,77.7,61.89,53.94
75.95,5.05,74.94,63.89,61.75,61.02
82.12,5.95,64.96,100.0,66.85,67.64
99.31,5.11,94.86,72.4,70.07,81.98
74.45,2.46,62.9,86.31,65.75,65.38
65.82,2.29,80.75,72.0,81.76,67.08
100.0,4.74,63.36,91.24,51.69,60.09
75.16,5.43,67.31,59.29,56.65,67.71
79.2,7.58,75.31,61.59,62.81,78.1
85.67,1.15,72.87,63.07,99.58,81.58
94.21,4.1,51.94,80.94,91.26,72.95
62.06,8.59,82.81,76.84,77.0,71.43
86.93,7.11,75.33,63.84,68.19,73.15
91.39,5.82,64.39,59.66,84.18,74.98
89.66,3.62,44.77,73.39,64.7,61.5
76.18,3.84,73.18,47.93,82.19,67.32
71.84,4.92,58.37,73.5,73.58,67.31
100.0,6.77,92.74,82.15,74.21,81.26
83.35,5.05,77.85,60.27,93.68,72.6
67.85,4.21,95.76,83.02,67.9,71.78
82.6,5.12,51.71,58.31,56.54,57.49
82.63,4.97,85.21,97.28,69.72,82.88
84.72,6.77,55.31,76.94,48.89,63.87
75.49,7.38,89.93,64.63,38.92,69.24
90.01,5.4,71.12,63.28,87.97,78.27
74.66,6.47,77.65,76.34,74.04,74.92
92.07,4.25,68.97,69.67,82.66,72.47
100.0,7.57,87.25,87.12,77.91,72.81
90.51,3.19,80.22,71.16,84.39,73.37
74.55,3.76,72.71,85.82,91.16,69.85
55.78,2.24,76.95,65.07,56.79,66.19
69.2,6.73,93.66,57.24,68.8,69.38
56.97,2.44,81.1,73.78,93.1,75.22
75.02,5.19,64.57,67.68,88.71,67.35
71.7,3.78,64.4,73.99,65.73,64.33
66.07,5.56,61.77,97.16,58.67,71.67
79.62,7.08,74.55,82.36,67.17,76.7
77.77,3.7,83.32,50.93,63.56,64.78
68.35,8.0,62.93,74.73,71.76,71.39
78.4,5.9,80.95,72.94,62.39,70.08
87.49,6.08,71.88,77.83,35.84,61.39
92.01,5.93,72.23,100.0,63.36,67.74
81.56,2.58,71.49,92.25,50.75,58.64
83.19,7.76,77.42,74.12,72.55,76.21
86.33,3.87,67.51,67.76,81.53,57.89
81.39,3.42,60.74,78.63,74.11,70.59
64.2,5.72,100.0,56.78,58.42,69.55
85.22,3.24,65.65,65.07,68.61,63.51
66.27,8.69,69.94,71.16,59.25,72.6
76.09,4.5,76.25,75.95,58.36,73.04
60.79,7.53,51.83,85.48,62.36,58.81
64.03,4.45,91.04,80.33,73.96,67.71
80.11,6.74,82.9,91.11,61.94,72.65
76.16,8.42,54.34,39.77,41.64,52.65
100.0,1.39,65.96,79.6,96.35,80.85
88.08,4.58,78.88,44.58,55.38,61.47
69.84,6.09,56.71,75.15,49.32,59.61
84.49,4.61,58.46,69.23,59.37,71.7
100.0,6.3,58.16,76.92,78.97,73.79
85.01,3.68,55.04,54.22,74.97,67.39
86.7,4.25,81.69,62.04,60.72,62.81
100.0,6.27,85.35,69.93,77.66,82.5
72.8,7.67,68.05,75.15,76.08,77.44
85.81,4.17,73.81,86.26,50.19,64.68
78.92,3.76,73.56,80.41,78.72,68.47
73.33,6.07,68.37,77.12,72.46,67.53
85.51,5.91,66.49,79.19,71.28,69.52
64.26,7.32,88.95,78.07,56.98,68.89
91.54,7.77,65.98,64.49,78.94,81.98
88.72,3.27,75.56,76.08,65.06,71.04
67.69,4.88,58.38,83.77,82.17,67.92
58.99,6.83,47.27,77.78,50.83,54.88
84.34,3.75,87.59,55.22,75.11,70.82
81.6,5.0,89.79,63.02,83.9,81.28
97.88,3.85,60.46,75.41,54.44,66.91
82.21,3.61,56.41,44.65,66.55,60.15
84.26,4.26,77.91,63.44,77.12,73.12
84.34,5.45,58.7,91.41,55.7,65.69
77.49,4.35,54.78,56.76,63.89,56.45
78.94,2.2,67.04,89.28,55.54,63.94
100.0,5.01,80.98,74.93,78.37,80.5
83.26,5.51,51.46,76.0,69.49,71.78
70.28,8.2,57.89,64.5,60.55,69.1
63.17,6.38,71.1,70.95,82.75,65.88
86.97,5.05,78.65,49.41,51.04,64.25
70.62,2.59,50.93,56.27,72.49,55.09
78.67,6.29,85.54,84.36,72.88,73.57
82.29,9.0,80.52,75.02,64.85,81.33
82.6,3.51,77.58,76.59,59.05,61.64
81.0,3.39,47.53,67.7,55.52,57.2
72.75,5.0,60.29,77.17,50.07,68.59
69.74,4.89,80.28,83.29,47.86,62.63
74.99,5.86,80.76,72.12,75.6,71.33
98.39,5.9,48.03,51.69,67.97,68.91
65.68,4.06,70.66,64.83,63.82,66.38
73.95,4.11,86.8,75.98,58.76,58.58
61.7,6.49,62.04,74.45,46.91,59.78
76.8,9.31,91.9,88.37,64.59,84.63
94.97,6.85,68.24,76.26,78.74,80.61
66.22,6.52,75.45,65.5,74.91,63.68
77.64,4.5,80.57,96.48,56.49,62.92
71.85,7.01,89.12,65.04,49.35,70.76
70.51,1.84,64.52,40.68,70.58,61.11
57.11,3.73,63.15,59.63,96.5,70.39
82.25,3.48,45.16,73.23,30.0,47.35
74.9,3.55,71.6,83.84,67.09,77.77
58.56,4.06,65.52,61.41,70.16,53.25
73.51,6.92,62.93,67.96,73.4,67.57
86.59,3.23,62.24,42.48,78.26,59.85
86.62,3.05,77.08,70.76,57.97,69.53
95.15,2.33,92.99,62.73,87.86,71.4
100.0,3.35,54.73,72.02,77.33,70.8
87.03,4.83,76.99,44.36,96.74,76.89
66.43,3.68,83.51,100.0,69.22,81.72
73.15,6.21,79.6,63.9,54.2,65.88
76.17,3.49,82.01,81.97,51.03,66.69
95.12,6.1,75.84,43.69,59.15,69.42
79.34,4.82,80.87,59.25,83.16,71.27
67.72,4.98,100.0,87.5,38.46,65.63
72.77,6.34,71.74,79.57,75.46,70.91
73.47,6.0,85.94,79.12,72.3,70.75
84.67,5.87,66.82,84.69,74.14,76.39
60.63,3.68,86.37,73.54,86.01,72.52
78.7,3.81,77.16,62.99,51.19,49.94
91.38,3.03,47.34,75.89,68.67,62.51
60.76,8.01,83.39,64.04,67.26,75.37
61.3,0.5,81.99,81.44,66.46,55.9
76.05,7.83,79.62,35.0,44.53,69.91
76.11,4.06,56.42,60.91,64.83,58.99
73.76,5.31,49.66,96.71,85.01,80.08
90.9,4.25,56.31,69.47,69.47,63.59
76.14,3.58,96.32,52.72,94.7,86.39
93.59,3.28,100.0,60.49,63.42,73.31
69.26,7.57,68.03,90.41,100.0,78.25
72.34,6.93,53.63,68.87,67.58,73.62
73.68,2.35,64.65,69.66,69.82,54.66
70.59,6.92,67.94,67.76,83.03,75.19
63.27,6.17,80.7,57.61,81.85,69.83
87.31,3.56,37.62,83.2,70.43,58.26
64.76,4.17,61.37,44.08,68.57,70.14
92.24,3.27,79.33,80.44,85.3,76.85
75.81,6.49,95.97,78.89,77.15,82.2
85.2,2.29,82.26,79.67,67.77,60.42
88.59,3.86,77.18,89.49,76.88,67.64
56.76,7.18,93.61,54.57,77.61,82.54
73.12,4.41,92.52,43.73,64.8,67.99
69.58,5.6,75.33,76.31,44.06,57.43
83.15,5.85,61.12,81.99,72.34,75.51
78.46,4.42,87.09,100.0,65.61,75.2
76.22,5.48,55.94,46.83,85.16,63.35
99.52,4.12,41.82,71.01,53.84,55.2
82.99,6.58,71.32,62.97,70.59,79.96
72.38,5.37,65.29,55.27,66.87,57.23
90.28,0.84,57.11,79.53,63.31,66.16
92.18,5.01,61.56,43.89,77.15,62.29
72.04,5.74,82.24,84.86,75.07,71.46
82.38,5.47,59.29,90.83,53.92,74.53
80.76,5.46,81.66,76.18,72.76,72.91
65.92,4.88,81.36,100.0,80.63,81.5
53.33,4.42,76.92,78.45,67.06,80.76
89.62,5.08,75.61,69.78,48.17,60.79
76.53,4.96,65.56,83.0,69.8,62.13
74.98,4.19,71.81,68.93,59.18,64.27
84.75,9.1,63.33,79.16,89.31,85.78
81.28,3.56,72.81,62.69,74.68,68.9
76.06,4.91,53.29,83.41,53.92,65.91
74.15,3.73,63.66,61.05,93.4,65.85
79.33,4.88,66.31,62.76,60.39,70.14
81.23,5.68,48.94,66.71,51.3,50.52
69.42,2.96,91.33,60.5,69.36,70.11
72.64,8.18,50.09,76.52,49.21,66.34
100.0,5.72,86.44,72.76,54.95,78.16
64.15,3.82,56.11,72.29,71.68,63.61
75.55,6.84,84.74,75.99,66.47,73.72
75.46,4.83,65.57,55.73,63.94,61.89
89.63,8.2,100.0,70.86,91.86,89.4
72.88,6.0,57.7,52.44,55.8,50.49
74.65,4.41,82.04,69.02,86.54,76.6
81.35,6.88,81.56,62.21,54.25,62.79
87.8,6.98,69.94,71.33,68.39,73.69
65.51,4.77,57.82,83.41,50.65,64.13
100.0,5.48,87.63,60.54,70.63,67.94
74.1,8.48,96.14,84.55,84.49,78.1
76.4,0.5,74.73,75.27,69.42,58.23
93.81,4.34,49.42,50.9,56.42,57.4
97.51,5.6,81.05,67.27,81.47,81.48
93.48,6.48,40.34,84.25,69.53,71.46
56.58,5.05,73.5,55.63,52.45,53.86
97.45,5.06,79.53,67.66,44.81,56.01
75.84,6.15,80.0,75.16,83.34,75.32
61.83,6.23,79.09,83.43,43.36,52.05
80.06,5.27,64.88,66.82,71.05,59.34
63.63,8.91,82.2,70.25,81.74,90.75
62.73,6.64,55.37,61.1,76.8,58.33
79.53,5.31,63.44,65.76,51.67,61.98
83.42,4.39,51.53,69.78,78.53,69.08
92.89,6.16,57.6,74.28,73.93,63.94
83.57,8.86,55.71,60.68,67.68,67.28
96.56,3.67,100.0,93.52,60.43,81.53
80.34,7.18,99.97,63.86,66.49,75.72
72.31,3.89,39.62,68.21,64.44,56.21
86.95,3.61,67.21,69.34,85.43,55.42
62.19,3.99,58.1,76.55,81.0,70.26
76.84,4.3,74.81,81.86,42.94,57.98
70.5,2.84,69.07,64.02,67.92,57.54
70.35,9.44,64.45,53.17,47.31,64.78
95.7,4.31,59.7,76.1,73.12,68.92
78.37,2.76,59.07,71.93,60.93,64.93
56.92,3.93,67.52,93.47,91.98,65.06
88.73,6.1,55.65,64.8,83.64,83.99
92.26,1.27,80.73,100.0,65.22,76.67
65.9,5.27,64.4,88.63,100.0,77.94
85.14,2.0,79.7,58.74,75.17,64.32
87.33,3.91,65.27,64.37,60.45,50.65
