Attendance,StudyHours,InternalMarks,AssignmentMarks,PreviousMarks,FinalScore
69.86,6.19,73.48,100.0,77.1,72.67
72.19,7.74,82.97,100.0,98.13,81.07
57.27,7.42,84.77,90.9,58.9,68.17
71.94,8.27,89.69,87.55,74.78,82.18
77.7,2.77,98.93,71.02,53.82,66.64
60.38,7.55,58.05,89.22,63.67,59.52
97.97,0.5,78.29,84.31,84.49,67.43
87.01,2.95,99.83,62.92,55.06,62.58
85.57,5.35,89.17,62.85,87.84,82.85
90.08,5.22,56.06,79.83,61.24,67.51
90.66,6.94,86.98,56.08,61.05,77.75
81.44,4.62,61.38,72.96,48.42,54.42
49.56,6.43,100.0,74.88,62.93,68.04
63.08,4.49,86.83,95.16,46.61,51.73
98.08,4.83,65.14,57.49,25.0,53.21
70.16,8.51,62.44,62.83,64.25,66.86
52.36,8.17,66.35,73.49,89.68,76.41
89.83,5.79,69.69,51.46,63.43,69.57
96.66,6.01,59.55,97.86,61.52,66.78
100.0,6.77,90.47,53.23,82.13,75.83
44.89,4.34,49.88,76.31,79.9,53.28
78.16,3.13,90.36,38.73,49.46,61.7
84.58,4.11,69.66,100.0,76.55,66.94
62.4,6.73,61.78,90.94,72.55,68.6
70.13,4.46,75.82,82.78,100.0,71.37
44.72,8.34,43.55,62.31,79.73,55.33
79.4,6.47,67.17,47.05,59.62,58.53
95.89,7.52,100.0,79.98,65.18,79.87
84.99,4.2,73.51,70.74,98.17,75.58
85.03,3.94,94.2,70.21,67.4,69.41
68.15,7.41,53.63,82.39,88.9,77.47
71.02,3.77,66.79,67.57,83.31,67.17
57.84,5.52,44.68,85.83,91.55,61.18
66.91,3.43,46.19,92.85,86.78,61.81
78.51,5.77,54.26,64.77,75.46,64.61
84.84,1.36,50.01,69.02,55.13,49.71
85.46,4.67,66.17,64.82,66.43,66.63
83.95,2.02,62.35,38.22,48.85,50.03
94.56,3.43,41.95,48.0,64.7,55.68
89.68,3.74,66.04,73.45,61.67,60.82
94.64,6.86,69.74,55.78,89.17,84.16
35.0,4.04,56.39,80.88,39.37,53.2
100.0,2.45,69.16,89.84,76.71,76.21
82.04,8.05,76.33,39.01,55.27,64.95
79.78,4.28,99.48,49.6,70.14,79.02
69.53,1.18,83.99,75.64,92.46,69.55
56.22,4.02,84.22,99.86,100.0,75.56
62.01,7.02,79.57,79.78,73.93,72.46
58.78,5.46,74.57,66.27,33.3,46.27
84.12,5.9,53.39,67.26,81.58,66.31
75.87,5.6,39.13,76.28,76.14,60.79
69.93,5.51,85.52,64.14,84.09,82.82
65.64,4.0,48.05,90.29,80.76,58.48
66.76,5.64,67.49,82.2,73.41,69.69
63.4,2.69,86.8,50.45,48.59,58.94
100.0,7.2,62.27,53.86,87.12,74.5
65.58,4.01,72.77,69.31,81.95,69.71
78.01,6.6,70.77,97.42,52.41,64.52
83.34,4.96,100.0,72.89,69.51,78.21
67.26,5.38,67.84,60.1,62.26,65.76
81.37,4.71,60.62,96.08,59.77,62.51
74.75,2.77,57.92,70.29,79.09,61.51
73.93,0.5,72.5,85.83,72.86,67.05
87.67,0.5,78.3,77.55,80.28,73.1
57.34,7.39,75.66,92.92,30.97,53.61
65.79,8.63,58.33,46.83,45.63,51.74
70.95,4.46,87.6,100.0,57.35,68.59
83.68,6.42,89.11,58.46,73.6,80.27
63.9,6.46,61.1,81.16,75.58,60.72
87.71,2.49,95.49,71.17,52.13,61.72
87.42,3.59,77.91,89.83,72.87,65.18
84.54,4.92,74.47,74.66,55.18,64.03
58.3,4.64,81.77,35.9,77.12,65.46
78.32,5.59,100.0,88.24,68.41,74.54
75.45,5.24,38.13,86.09,77.26,57.83
96.6,3.32,47.98,76.8,77.85,73.26
69.54,1.45,69.6,70.67,82.93,68.62
67.26,3.91,54.67,96.7,38.14,44.47
75.92,1.13,70.37,83.08,78.05,63.49
96.37,6.32,78.06,97.29,27.35,63.09
67.61,4.52,47.29,64.83,80.17,58.37
49.51,4.49,75.85,64.76,64.23,60.23
83.21,4.64,74.32,62.76,66.98,76.25
72.76,6.57,84.11,62.09,69.38,67.23
83.87,4.6,86.71,92.81,41.37,69.95
48.14,7.42,81.57,78.31,72.85,70.96
75.66,5.14,38.95,73.48,99.12,78.39
69.96,4.05,70.48,76.64,55.27,55.11
67.2,4.55,59.94,77.27,84.45,66.64
59.62,3.88,81.87,68.03,71.28,66.65
93.99,5.23,85.1,77.21,67.05,69.1
83.01,6.18,85.49,82.4,51.86,74.03
100.0,3.67,77.97,91.27,66.96,69.65
84.31,3.83,63.66,50.08,86.96,66.39
84.62,7.24,72.98,56.87,100.0,77.3
82.18,5.79,92.48,81.46,33.76,60.34
66.34,1.32,25.0,71.54,97.14,60.42
89.43,3.29,88.24,70.09,73.12,75.09
54.85,3.4,68.19,100.0,41.79,52.12
100.0,2.85,58.6,70.03,37.38,52.41
88.0,4.18,59.66,78.11,79.6,70.44
84.08,10.88,87.26,61.64,70.72,74.61
72.64,2.09,75.99,74.25,61.76,67.85
81.86,5.69,48.32,95.78,83.74,67.5
85.71,2.6,98.16,74.43,87.69,79.37
66.94,7.8,81.22,62.34,49.38,61.89
86.65,6.17,89.34,83.33,100.0,93.15
83.08,2.98,96.26,70.2,42.7,63.57
83.78,6.15,62.41,45.46,92.1,76.29
90.92,8.85,60.19,61.04,92.74,77.27
92.79,4.13,82.84,70.73,77.56,73.01
80.74,6.8,84.95,78.55,43.36,61.48
70.98,4.43,80.24,82.22,42.93,62.22
89.52,6.01,78.73,82.09,77.06,70.27
79.72,1.66,75.45,86.09,93.41,83.99
82.87,6.71,73.66,72.7,74.8,75.93
72.81,3.9,80.43,73.34,72.22,68.59
88.49,5.93,67.8,63.86,70.51,66.68
60.64,2.17,91.12,93.19,63.92,58.33
63.1,0.62,50.44,62.05,86.47,58.19
95.46,9.94,80.75,69.28,76.16,78.97
88.49,7.34,84.09,67.34,77.23,74.02
68.55,7.38,84.09,79.86,79.73,78.3
66.68,5.65,72.82,84.96,76.02,69.23
86.6,7.02,54.65,89.98,71.52,66.25
87.53,3.26,64.21,55.19,54.44,60.0
93.64,4.25,78.33,64.48,83.96,66.26
87.13,6.89,74.07,54.06,88.28,78.77
63.14,4.81,87.83,66.79,84.15,75.69
87.27,7.03,65.61,100.0,59.1,63.55
56.01,6.68,99.51,66.63,78.7,72.58
63.0,6.18,76.7,57.0,62.88,66.01
58.21,4.77,59.54,62.32,79.51,67.95
91.82,7.47,68.67,61.39,56.13,77.86
88.65,5.36,50.13,74.66,72.77,66.83
80.51,3.12,42.47,84.85,96.22,72.15
78.6,3.6,37.82,95.5,62.89,58.89
77.39,4.13,67.39,73.38,70.11,57.14
74.83,3.8,69.75,56.93,66.71,60.58
78.56,6.62,57.61,70.13,82.16,68.5
66.39,2.39,86.53,52.05,86.02,69.19
84.25,4.66,100.0,82.64,88.57,86.38
77.36,4.26,70.28,67.81,50.89,58.25
70.64,4.16,79.94,93.16,89.51,74.33
63.56,8.48,93.69,67.86,72.17,75.09
69.38,8.22,56.54,66.54,86.11,71.06
62.18,3.23,50.55,100.0,59.45,59.46
63.3,6.03,53.43,88.06,93.16,72.52
73.57,4.3,79.81,76.96,72.55,66.26
85.48,4.29,65.62,79.34,76.63,74.98
94.92,3.08,72.01,66.82,63.86,66.25
73.94,4.22,79.16,93.37,62.45,66.04
99.77,6.3,49.96,76.96,77.31,72.83
60.63,3.82,56.56,80.82,93.77,76.6
80.53,3.3,96.25,80.56,61.16,64.8
65.07,4.25,83.89,100.0,95.3,75.51
84.17,6.82,53.68,76.6,77.55,71.79
97.35,2.17,38.1,74.65,77.75,63.75
59.55,3.22,80.82,67.72,56.49,54.04
87.33,7.99,73.91,82.85,46.89,67.73
76.84,7.21,47.11,100.0,60.18,58.75
76.5,3.33,81.18,64.34,67.13,62.14
88.41,3.87,76.8,46.86,72.87,67.17
72.57,4.47,48.98,58.13,44.23,52.08
60.08,8.24,75.22,61.66,48.97,57.77
77.68,2.46,85.6,70.46,72.72,65.6
84.94,6.79,65.52,36.62,66.39,56.07
100.0,6.23,57.58,73.25,62.66,60.81
65.79,6.89,59.28,63.12,100.0,76.28
66.93,4.08,74.32,78.95,84.39,73.46
70.2,1.71,73.83,74.82,94.85,67.23
54.02,5.25,91.28,86.71,56.35,65.45
68.48,5.96,75.67,62.45,74.33,58.53
63.62,3.68,73.67,57.21,65.76,62.65
69.21,7.82,61.77,81.91,66.93,59.84
82.44,5.29,53.77,85.76,83.77,77.81
81.33,3.13,81.18,70.83,46.7,62.24
87.21,5.47,56.28,69.19,42.01,52.42
82.72,8.01,72.96,95.41,69.1,71.21
65.01,4.64,48.13,48.89,50.39,50.82
68.43,4.43,83.85,77.56,75.95,73.46
95.67,4.86,61.25,97.34,69.4,72.43
58.21,5.22,70.01,71.36,51.26,55.99
69.79,7.47,58.87,67.01,88.34,78.08
93.68,2.23,100.0,60.23,76.67,71.39
100.0,2.71,63.55,35.83,80.93,74.09
54.5,3.83,89.77,82.52,88.77,72.61
74.35,4.23,76.04,97.17,32.3,54.61
95.28,1.57,75.69,57.74,44.64,59.91
70.57,6.06,60.9,73.11,76.77,62.95
98.28,5.68,63.17,95.18,66.48,66.7
62.33,2.82,65.14,75.89,67.03,54.45
71.53,8.1,100.0,67.39,100.0,83.43
83.76,5.08,87.74,55.91,60.26,60.99
80.88,3.28,67.68,67.71,88.95,76.36
53.14,1.83,75.8,70.91,47.01,49.02
60.87,7.2,75.9,66.03,31.45,56.59
79.67,2.09,64.22,90.39,96.09,73.58
97.5,3.44,93.63,66.87,100.0,83.52
72.0,5.77,59.21,66.7,78.03,72.82
65.83,4.91,54.73,84.02,38.8,52.39
84.49,8.19,72.3,71.98,51.81,65.08
70.72,6.37,86.15,63.52,63.14,66.84
63.6,0.5,65.42,60.49,55.17,49.75
69.28,5.17,50.43,76.38,84.5,74.03
79.46,7.04,59.69,73.75,75.88,73.01
90.82,5.81,70.9,90.59,89.96,81.7
47.24,4.05,72.79,59.37,77.59,67.75
85.25,6.45,55.12,61.98,81.4,66.16
62.1,3.5,75.93,100.0,78.28,65.78
99.35,7.6,61.49,55.83,68.17,67.12
100.0,5.27,79.6,85.19,83.0,80.53
88.73,4.8,52.79,71.23,81.4,69.99
47.42,1.0,89.6,83.06,68.99,57.73
56.93,2.98,80.52,84.11,72.31,69.34
74.51,2.8,98.58,52.4,81.26,77.56
64.12,7.68,58.41,78.58,86.37,67.62
80.45,5.7,41.84,71.12,99.1,66.25
81.53,3.83,92.62,39.77,40.96,61.45
65.38,4.83,90.66,77.0,45.05,59.99
71.91,5.79,64.69,64.49,90.32,77.46
66.46,7.39,86.88,60.01,72.53,69.41
74.55,4.17,54.0,87.29,78.73,70.37
64.01,4.33,85.65,68.14,55.41,65.02
69.27,8.46,59.59,93.81,64.99,66.34
77.81,3.92,59.23,70.02,64.94,64.77
91.13,3.7,65.37,79.51,88.33,73.52
88.85,3.63,76.08,42.55,54.56,59.81
92.44,4.5,60.26,94.39,46.08,65.05
91.53,5.42,63.43,71.95,71.77,65.46
80.82,6.41,61.07,63.92,100.0,76.54
77.32,5.48,72.84,89.21,74.48,68.47
94.98,6.24,97.65,71.79,67.72,78.19
100.0,5.13,61.25,63.89,71.66,72.7
86.37,2.57,57.94,61.98,82.27,62.69
64.63,6.31,91.23,47.34,52.3,56.98
80.63,3.88,82.31,88.06,100.0,82.72
81.92,4.77,54.5,88.26,48.99,61.29
66.07,2.5,54.89,82.14,64.68,59.53
92.56,4.62,53.88,87.93,57.92,72.99
76.53,6.17,46.02,72.79,67.15,63.34
66.43,2.74,30.29,62.5,100.0,69.71
100.0,4.05,79.73,73.42,68.51,66.03
73.94,4.15,69.43,74.58,61.88,62.8
63.27,0.99,70.53,72.6,55.84,57.33
93.52,5.33,76.47,55.15,57.16,67.82
84.41,6.02,53.99,73.93,45.31,48.19
68.31,4.41,73.28,61.29,85.63,75.74
56.46,6.57,49.81,89.01,30.82,46.3
84.51,6.3,70.96,76.28,77.96,73.98
87.16,4.55,69.08,65.89,74.78,70.12
85.67,2.39,83.48,61.87,78.17,68.93
87.98,4.72,60.15,76.82,40.39,57.72
56.46,6.65,66.04,70.46,75.68,64.31
68.53,3.45,66.89,84.92,63.66,61.63
83.24,5.87,47.68,61.67,85.39,71.21
80.8,5.74,77.98,69.06,80.91,76.66
95.84,5.19,60.44,46.72,36.99,57.74
98.33,0.5,100.0,65.69,87.58,68.79
92.81,5.83,72.27,55.64,81.39,70.39
69.32,3.28,54.84,70.46,48.73,56.88
67.73,7.73,100.0,84.91,53.45,71.14
86.82,6.85,73.76,53.26,25.0,56.0
66.36,7.33,63.32,56.62,56.43,61.08
84.89,2.29,53.31,49.08,73.42,64.93
78.96,1.26,63.66,60.58,51.39,63.63
80.63,1.72,66.3,99.02,70.1,64.58
77.67,3.62,65.72,66.0,78.41,69.16
71.05,3.58,53.94,76.98,83.03,69.03
76.06,1.52,31.96,87.9,50.22,44.99
69.21,3.87,60.85,86.25,86.2,71.87
56.39,7.2,71.89,72.57,97.23,71.38
92.3,9.76,67.97,72.01,76.13,84.25
64.98,6.91,72.29,61.97,73.09,59.99
89.46,5.45,50.73,85.5,78.13,64.38
84.68,1.25,87.99,52.95,61.26,60.53
80.74,2.26,77.0,73.41,43.98,56.48
73.09,3.36,60.79,71.57,74.35,62.29
89.07,2.59,90.77,99.19,42.67,62.91
67.98,0.5,96.3,69.9,80.38,67.12
68.75,2.79,55.47,57.7,77.21,58.6
69.18,7.26,89.06,88.87,92.39,75.12
79.19,7.65,74.72,72.33,80.65,75.87
62.24,4.68,78.5,50.94,40.46,56.08
70.56,5.11,56.33,65.26,76.64,74.03
59.83,3.7,48.1,78.01,96.02,71.2
67.49,0.58,26.96,86.85,52.48,41.9
63.32,0.5,56.57,75.51,65.82,47.2
71.5,7.24,60.81,44.31,69.53,71.62
72.39,3.25,70.79,55.8,83.01,63.81
78.79,6.36,49.04,98.01,76.04,66.59
96.64,5.14,78.34,55.85,77.96,71.22
75.86,3.6,78.26,69.82,67.35,69.39
90.07,3.87,65.8,69.23,78.97,69.52
61.51,2.96,28.73,87.41,76.32,52.09
74.66,6.84,35.23,81.42,72.4,68.6
78.07,6.63,62.76,54.02,34.65,53.82
59.1,3.3,93.06,73.02,29.56,48.73
100.0,3.52,57.23,66.82,53.59,60.14
73.45,3.91,52.63,48.62,72.96,59.51
75.01,6.27,72.87,75.39,67.21,68.71
74.16,6.27,78.27,78.46,35.04,54.34
86.92,10.17,66.56,71.76,89.43,79.88
68.58,4.52,63.01,97.99,45.29,64.18
57.02,7.04,53.63,59.06,96.69,70.63
75.64,2.84,47.05,91.23,71.41,53.88
94.81,6.1,89.81,43.14,83.39,77.13
91.16,7.64,62.4,64.0,63.38,61.95
78.8,10.7,64.0,100.0,100.0,80.79
75.6,4.61,62.41,72.14,66.2,70.86
87.48,3.19,76.9,66.1,100.0,83.32
59.61,6.31,78.12,74.99,82.1,77.86
90.21,8.53,60.08,82.95,62.76,67.81
83.2,5.46,38.21,56.61,61.17,49.01
84.72,4.12,83.23,95.43,90.68,76.98
84.54,8.22,56.26,90.75,41.46,67.08
67.24,7.46,85.34,80.67,61.83,73.22
70.03,4.15,76.83,74.57,36.23,54.66
83.19,5.99,73.47,85.07,61.65,67.62
63.17,4.11,80.02,79.78,90.54,77.34
45.43,3.03,54.59,48.21,76.85,61.84
62.83,1.86,97.91,58.4,48.74,53.76
79.68,6.51,73.04,65.24,70.09,68.79
67.88,6.25,47.89,45.8,86.74,65.82
79.01,4.21,76.08,98.06,78.3,71.71
88.91,5.79,54.03,79.45,84.08,66.44
79.75,7.09,65.32,86.37,75.03,70.29
100.0,4.08,62.38,67.4,56.25,66.77
80.32,6.84,82.96,69.31,49.13,60.59
61.67,9.41,58.92,69.4,60.4,67.84
87.21,1.65,47.81,88.67,71.65,59.73
100.0,2.59,65.47,50.0,100.0,77.77
77.02,3.65,75.44,79.31,100.0,83.11
77.87,4.68,64.23,76.83,68.65,66.46
63.76,7.26,50.63,72.31,64.54,51.44
52.76,4.18,84.83,83.64,59.05,64.78
89.93,5.16,75.34,64.82,88.93,74.23
86.79,8.53,57.66,56.17,48.19,60.01
71.38,1.44,66.67,85.18,68.95,64.47
62.28,3.67,74.75,66.75,94.21,80.76
65.98,5.63,82.54,77.01,68.75,71.82
89.18,6.24,34.28,97.28,78.05,62.18
88.74,3.32,72.24,59.86,77.15,66.87
80.46,4.84,73.26,100.0,73.34,71.2
52.04,2.84,69.76,60.81,33.82,42.97
78.27,5.68,65.36,100.0,25.0,55.38
85.18,6.28,78.09,84.71,79.22,76.26
75.96,3.28,47.52,68.62,33.77,48.14
58.61,7.26,46.88,92.55,76.97,59.26
86.84,5.02,56.9,78.56,46.37,59.01
57.0,4.14,57.0,74.25,78.41,65.77
71.73,5.8,90.59,52.64,83.52,78.6
88.19,2.13,26.56,55.71,50.56,48.52
100.0,5.67,75.36,73.12,70.44,71.97
75.19,1.56,71.34,76.6,66.41,65.57
71.81,3.13,61.12,92.07,90.11,70.9
55.7,8.21,53.73,73.14,61.79,53.48
63.37,2.25,53.78,87.67,59.99,62.45
73.63,5.71,48.55,65.55,58.77,54.21
62.01,3.33,87.43,70.33,68.48,62.86
82.1,9.0,79.46,63.0,61.44,69.01
78.26,3.43,96.85,67.25,92.65,77.32
73.48,0.5,59.05,63.19,52.55,46.55
86.38,4.44,80.24,80.31,31.38,49.97
96.06,2.54,85.04,86.88,71.01,71.14
92.57,2.78,64.79,54.32,81.49,67.33
90.59,4.67,52.0,79.24,76.66,56.54
76.34,6.11,55.81,78.88,63.42,63.86
93.05,3.97,68.66,89.53,100.0,87.09
79.18,4.01,76.87,40.87,69.39,65.07
75.39,2.82,83.11,99.45,88.7,72.75
65.51,4.7,66.37,80.72,66.94,68.05
77.95,7.67,58.59,77.02,74.25,77.19
77.91,5.34,58.27,86.07,58.4,61.24
86.44,4.5,50.23,65.55,93.33,76.57
80.82,5.41,63.06,79.81,66.58,72.5
98.05,7.19,62.94,99.19,87.0,86.52
60.88,3.99,83.18,94.54,70.25,71.39
89.64,2.88,77.07,71.77,95.4,82.32
85.6,5.2,47.22,82.26,72.33,63.23
65.99,4.08,50.38,82.18,81.33,60.5
67.99,2.99,54.06,61.61,74.3,60.02
88.46,1.53,83.19,93.06,27.27,48.37
66.95,9.73,58.08,60.05,74.54,72.11
78.29,4.8,67.53,84.89,72.31,72.46
65.71,3.27,69.57,95.36,71.17,65.05
98.21,2.93,84.95,71.85,57.32,69.3
94.57,4.89,80.36,79.38,69.95,78.77
96.79,0.5,62.46,100.0,48.81,55.59
86.34,2.15,79.27,72.92,87.33,76.25
79.68,5.1,57.06,77.09,94.32,70.97
91.85,5.26,95.36,82.11,45.74,68.16
67.21,2.35,60.68,72.76,73.02,61.44
69.06,3.71,64.1,100.0,66.66,56.76
66.86,4.05,70.21,56.88,49.85,55.14
92.73,3.23,51.69,45.5,97.23,74.25
91.59,6.88,64.26,58.85,61.43,64.61
84.65,1.21,69.46,44.84,69.04,55.38
77.82,7.13,100.0,75.54,48.03,71.34
70.33,0.5,82.95,87.93,80.49,68.93
76.48,5.7,82.31,67.91,51.25,62.96
88.19,6.35,70.16,54.26,74.93,69.67
84.96,5.46,43.55,76.67,46.12,61.62
59.85,2.56,47.62,55.26,69.97,49.84
85.81,7.33,90.42,88.02,69.86,78.23
83.62,1.59,48.42,100.0,67.94,62.85
71.3,6.19,66.69,91.55,66.11,69.27
79.02,6.36,67.79,59.79,79.58,68.76
92.73,0.79,69.97,78.99,88.06,70.98
61.91,7.13,75.94,56.33,59.81,67.65
80.5,5.34,66.23,61.92,45.51,56.87
66.14,4.71,79.66,78.15,61.12,62.54
97.11,6.28,26.5,76.47,83.21,71.74
91.52,2.55,93.85,84.83,48.07,61.34
95.97,3.09,56.04,100.0,52.02,64.91
96.99,4.8,55.6,86.57,67.9,72.74
76.17,3.57,62.1,73.21,47.75,60.1
90.38,2.86,82.0,87.26,79.76,80.71
92.35,3.08,62.16,64.6,58.78,64.85
68.72,2.82,53.8,83.31,44.91,55.64
80.57,4.56,44.6,72.25,75.41,52.57
